"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"HRV","LIFEEXP","WOMEN","YR","A","2019",81.6,
"HRV","LIFEEXP","WOMEN","YR","A","2020",80.9,
"HRV","LIFEEXP","WOMEN","YR","A","2021",79.9,
"PER","LIFEEXP","MEN","YR","A","2018",73.8,
"PER","LIFEEXP","MEN","YR","A","2019",74.1,
"PER","LIFEEXP","MEN","YR","A","2020",74.3,
"PER","LIFEEXP","TOT","YR","A","2018",76.5,
"PER","LIFEEXP","TOT","YR","A","2019",76.7,
"PER","LIFEEXP","TOT","YR","A","2020",77,
"PER","LIFEEXP","WOMEN","YR","A","2018",79.3,
"PER","LIFEEXP","WOMEN","YR","A","2019",79.5,
"PER","LIFEEXP","WOMEN","YR","A","2020",79.7,
"ROU","LIFEEXP","MEN","YR","A","2018",71.7,
"ROU","LIFEEXP","MEN","YR","A","2019",71.9,
"ROU","LIFEEXP","MEN","YR","A","2020",70.4,
"ROU","LIFEEXP","MEN","YR","A","2021",69.4,
"ROU","LIFEEXP","TOT","YR","A","2018",75.3,
"ROU","LIFEEXP","TOT","YR","A","2019",75.6,
"ROU","LIFEEXP","TOT","YR","A","2020",74.2,
"ROU","LIFEEXP","TOT","YR","A","2021",72.9,
"ROU","LIFEEXP","WOMEN","YR","A","2018",79.2,
"ROU","LIFEEXP","WOMEN","YR","A","2019",79.5,
"ROU","LIFEEXP","WOMEN","YR","A","2020",78.3,
"ROU","LIFEEXP","WOMEN","YR","A","2021",76.7,
