"TL","Territory level and Typology","REG_ID","Region","VAR","Indicator","POS","Position","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"1","Country","AUS","Australia","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2001","2001",,,"0","Units",,,95.2,,
"1","Country","AUS","Australia","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2004","2004",,,"0","Units",,,94.8,,
"1","Country","AUS","Australia","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2007","2007",,,"0","Units",,,95.2,,
"1","Country","AUS","Australia","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2010","2010",,,"0","Units",,,93.8,,
"1","Country","AUS","Australia","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2013","2013",,,"0","Units",,,93.9,,
"2","Large regions (TL2)","AU1","New South Wales","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2001","2001",,,"0","Units",,,95.12,,
"2","Large regions (TL2)","AU1","New South Wales","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2004","2004",,,"0","Units",,,95.11,,
"2","Large regions (TL2)","AU1","New South Wales","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2007","2007",,,"0","Units",,,95.4,,
"2","Large regions (TL2)","AU1","New South Wales","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2010","2010",,,"0","Units",,,93.98,,
"2","Large regions (TL2)","AU1","New South Wales","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2013","2013",,,"0","Units",,,93.96,,
"2","Large regions (TL2)","AU2","Victoria","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2001","2001",,,"0","Units",,,95.58,,
"2","Large regions (TL2)","AU2","Victoria","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2004","2004",,,"0","Units",,,95.43,,
"2","Large regions (TL2)","AU2","Victoria","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2007","2007",,,"0","Units",,,95.6,,
"2","Large regions (TL2)","AU2","Victoria","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2010","2010",,,"0","Units",,,94.07,,
"2","Large regions (TL2)","AU2","Victoria","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2013","2013",,,"0","Units",,,94.05,,
"2","Large regions (TL2)","AU3","Queensland","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2001","2001",,,"0","Units",,,94.81,,
"2","Large regions (TL2)","AU3","Queensland","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2004","2004",,,"0","Units",,,94.13,,
"2","Large regions (TL2)","AU3","Queensland","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2007","2007",,,"0","Units",,,94.81,,
"2","Large regions (TL2)","AU3","Queensland","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2010","2010",,,"0","Units",,,93.38,,
"2","Large regions (TL2)","AU3","Queensland","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2013","2013",,,"0","Units",,,94.17,,
"2","Large regions (TL2)","AU4","South Australia","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2001","2001",,,"0","Units",,,96.01,,
"2","Large regions (TL2)","AU4","South Australia","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2004","2004",,,"0","Units",,,95.36,,
"2","Large regions (TL2)","AU4","South Australia","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2007","2007",,,"0","Units",,,95.83,,
"2","Large regions (TL2)","AU4","South Australia","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2010","2010",,,"0","Units",,,94.33,,
"2","Large regions (TL2)","AU4","South Australia","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2013","2013",,,"0","Units",,,92.78,,
"2","Large regions (TL2)","AU5","Western Australia","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2001","2001",,,"0","Units",,,95.04,,
"2","Large regions (TL2)","AU5","Western Australia","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2004","2004",,,"0","Units",,,93.66,,
"2","Large regions (TL2)","AU5","Western Australia","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2007","2007",,,"0","Units",,,93.86,,
"2","Large regions (TL2)","AU5","Western Australia","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2010","2010",,,"0","Units",,,93.55,,
"2","Large regions (TL2)","AU5","Western Australia","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2013","2013",,,"0","Units",,,94.35,,
"2","Large regions (TL2)","AU6","Tasmania","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2001","2001",,,"0","Units",,,96.23,,
"2","Large regions (TL2)","AU6","Tasmania","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2004","2004",,,"0","Units",,,95.9,,
"2","Large regions (TL2)","AU6","Tasmania","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2007","2007",,,"0","Units",,,95.98,,
"2","Large regions (TL2)","AU6","Tasmania","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2010","2010",,,"0","Units",,,95.3,,
"2","Large regions (TL2)","AU6","Tasmania","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2013","2013",,,"0","Units",,,95.08,,
"2","Large regions (TL2)","AU7","Northern Territory","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2001","2001",,,"0","Units",,,86.2,,
"2","Large regions (TL2)","AU7","Northern Territory","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2004","2004",,,"0","Units",,,84.41,,
"2","Large regions (TL2)","AU7","Northern Territory","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2007","2007",,,"0","Units",,,86.88,,
"2","Large regions (TL2)","AU7","Northern Territory","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2010","2010",,,"0","Units",,,82.93,,
"2","Large regions (TL2)","AU7","Northern Territory","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2013","2013",,,"0","Units",,,82.37,,
"2","Large regions (TL2)","AU8","Canberra region (ACT)","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2001","2001",,,"0","Units",,,95.12,,
"2","Large regions (TL2)","AU8","Canberra region (ACT)","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2004","2004",,,"0","Units",,,95.21,,
"2","Large regions (TL2)","AU8","Canberra region (ACT)","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2007","2007",,,"0","Units",,,96,,
"2","Large regions (TL2)","AU8","Canberra region (ACT)","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2010","2010",,,"0","Units",,,94.89,,
"2","Large regions (TL2)","AU8","Canberra region (ACT)","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2013","2013",,,"0","Units",,,94.87,,
"1","Country","AUT","Austria","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2002","2002",,,"0","Units",,,84.3,,
"1","Country","AUT","Austria","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2006","2006",,,"0","Units",,,78.2,,
"1","Country","AUT","Austria","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2008","2008",,,"0","Units",,,78.7,,
"1","Country","AUT","Austria","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2013","2013",,,"0","Units",,,74.9,,
"2","Large regions (TL2)","AT11","Burgenland","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2002","2002",,,"0","Units",,,87.6,,
"2","Large regions (TL2)","AT11","Burgenland","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2006","2006",,,"0","Units",,,87,,
"2","Large regions (TL2)","AT11","Burgenland","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2008","2008",,,"0","Units",,,86,,
"2","Large regions (TL2)","AT11","Burgenland","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2013","2013",,,"0","Units",,,83,,
"2","Large regions (TL2)","AT12","Lower Austria","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2002","2002",,,"0","Units",,,79.6,,
"2","Large regions (TL2)","AT12","Lower Austria","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2006","2006",,,"0","Units",,,85,,
"2","Large regions (TL2)","AT12","Lower Austria","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2008","2008",,,"0","Units",,,84,,
"2","Large regions (TL2)","AT12","Lower Austria","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2013","2013",,,"0","Units",,,81,,
"2","Large regions (TL2)","AT13","Vienna","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2002","2002",,,"0","Units",,,86.3,,
"2","Large regions (TL2)","AT13","Vienna","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2006","2006",,,"0","Units",,,72,,
"2","Large regions (TL2)","AT13","Vienna","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2008","2008",,,"0","Units",,,74,,
"2","Large regions (TL2)","AT13","Vienna","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2013","2013",,,"0","Units",,,70,,
"2","Large regions (TL2)","AT21","Carinthia","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2002","2002",,,"0","Units",,,83.1,,
"2","Large regions (TL2)","AT21","Carinthia","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2006","2006",,,"0","Units",,,77,,
"2","Large regions (TL2)","AT21","Carinthia","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2008","2008",,,"0","Units",,,79,,
"2","Large regions (TL2)","AT21","Carinthia","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2013","2013",,,"0","Units",,,73,,
"2","Large regions (TL2)","AT22","Styria","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2002","2002",,,"0","Units",,,79.7,,
"2","Large regions (TL2)","AT22","Styria","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2006","2006",,,"0","Units",,,79,,
"2","Large regions (TL2)","AT22","Styria","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2008","2008",,,"0","Units",,,79,,
"2","Large regions (TL2)","AT22","Styria","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2013","2013",,,"0","Units",,,75,,
"2","Large regions (TL2)","AT31","Upper Austria","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2002","2002",,,"0","Units",,,80.6,,
"2","Large regions (TL2)","AT31","Upper Austria","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2006","2006",,,"0","Units",,,81,,
"2","Large regions (TL2)","AT31","Upper Austria","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2008","2008",,,"0","Units",,,82,,
"2","Large regions (TL2)","AT31","Upper Austria","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2013","2013",,,"0","Units",,,78,,
"2","Large regions (TL2)","AT32","Salzburg","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2002","2002",,,"0","Units",,,79.4,,
"2","Large regions (TL2)","AT32","Salzburg","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2006","2006",,,"0","Units",,,77,,
"2","Large regions (TL2)","AT32","Salzburg","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2008","2008",,,"0","Units",,,79,,
"2","Large regions (TL2)","AT32","Salzburg","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2013","2013",,,"0","Units",,,75,,
"2","Large regions (TL2)","AT33","Tyrol","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2002","2002",,,"0","Units",,,80.6,,
"2","Large regions (TL2)","AT33","Tyrol","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2006","2006",,,"0","Units",,,73,,
"2","Large regions (TL2)","AT33","Tyrol","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2008","2008",,,"0","Units",,,71,,
"2","Large regions (TL2)","AT33","Tyrol","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2013","2013",,,"0","Units",,,67,,
"2","Large regions (TL2)","AT34","Vorarlberg","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2002","2002",,,"0","Units",,,77.6,,
"2","Large regions (TL2)","AT34","Vorarlberg","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2006","2006",,,"0","Units",,,70,,
"2","Large regions (TL2)","AT34","Vorarlberg","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2008","2008",,,"0","Units",,,71,,
"2","Large regions (TL2)","AT34","Vorarlberg","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2013","2013",,,"0","Units",,,66,,
"1","Country","BEL","Belgium","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2000","2000",,,"0","Units",,,90.57,,
"1","Country","BEL","Belgium","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2003","2003",,,"0","Units",,,91.63,,
"1","Country","BEL","Belgium","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2007","2007",,,"0","Units",,,91.08,,
"1","Country","BEL","Belgium","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2010","2010",,,"0","Units",,,89.22,,
"2","Large regions (TL2)","BE1","Brussels Capital Region","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2003","2003",,,"0","Units",,,88.4,,
"2","Large regions (TL2)","BE1","Brussels Capital Region","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2007","2007",,,"0","Units",,,87.6,,
"2","Large regions (TL2)","BE1","Brussels Capital Region","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2010","2010",,,"0","Units",,,82.8,,
"2","Large regions (TL2)","BE1","Brussels Capital Region","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2014","2014",,,"0","Units",,,83.62,,
"2","Large regions (TL2)","BE2","Flemish Region","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2003","2003",,,"0","Units",,,93.7,,
"2","Large regions (TL2)","BE2","Flemish Region","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2007","2007",,,"0","Units",,,92.8,,
"2","Large regions (TL2)","BE2","Flemish Region","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2010","2010",,,"0","Units",,,90.8,,
"2","Large regions (TL2)","BE2","Flemish Region","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2014","2014",,,"0","Units",,,92.53,,
"2","Large regions (TL2)","BE3","Walloon Region","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2003","2003",,,"0","Units",,,91,,
"2","Large regions (TL2)","BE3","Walloon Region","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2007","2007",,,"0","Units",,,90.2,,
"2","Large regions (TL2)","BE3","Walloon Region","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2010","2010",,,"0","Units",,,87.7,,
"2","Large regions (TL2)","BE3","Walloon Region","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2014","2014",,,"0","Units",,,87.88,,
"1","Country","CAN","Canada","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2000","2000",,,"0","Units",,,61.1,,
"1","Country","CAN","Canada","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2004","2004",,,"0","Units",,,61,,
"1","Country","CAN","Canada","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2006","2006",,,"0","Units",,,64.7,,
"1","Country","CAN","Canada","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2008","2008",,,"0","Units",,,58.8,,
"1","Country","CAN","Canada","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2011","2011",,,"0","Units",,,61.4,,
"2","Large regions (TL2)","CA10","Newfoundland and Labrador","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2000","2000",,,"0","Units",,,57.1,,
"2","Large regions (TL2)","CA10","Newfoundland and Labrador","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2004","2004",,,"0","Units",,,49.3,,
"2","Large regions (TL2)","CA10","Newfoundland and Labrador","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2006","2006",,,"0","Units",,,56.7,,
"2","Large regions (TL2)","CA10","Newfoundland and Labrador","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2008","2008",,,"0","Units",,,47.7,,
"2","Large regions (TL2)","CA10","Newfoundland and Labrador","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2011","2011",,,"0","Units",,,52.6,,
"2","Large regions (TL2)","CA11","Prince Edward Island","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2000","2000",,,"0","Units",,,72.7,,
"2","Large regions (TL2)","CA11","Prince Edward Island","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2004","2004",,,"0","Units",,,70.8,,
"2","Large regions (TL2)","CA11","Prince Edward Island","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2006","2006",,,"0","Units",,,73.2,,
"2","Large regions (TL2)","CA11","Prince Edward Island","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2008","2008",,,"0","Units",,,69,,
"2","Large regions (TL2)","CA11","Prince Edward Island","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2011","2011",,,"0","Units",,,73.3,,
"2","Large regions (TL2)","CA12","Nova Scotia","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2000","2000",,,"0","Units",,,62.9,,
"2","Large regions (TL2)","CA12","Nova Scotia","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2004","2004",,,"0","Units",,,62.3,,
"2","Large regions (TL2)","CA12","Nova Scotia","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2006","2006",,,"0","Units",,,63.9,,
"2","Large regions (TL2)","CA12","Nova Scotia","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2008","2008",,,"0","Units",,,60.3,,
"2","Large regions (TL2)","CA12","Nova Scotia","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2011","2011",,,"0","Units",,,62,,
"1","Country","FRA","France","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2002","2002",,,"0","Units",,,72.8,,
"1","Country","FRA","France","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2007","2007",,,"0","Units",,,85.3,,
"1","Country","FRA","France","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2012","2012",,,"0","Units",,,80.35,,
"1","Country","DEU","Germany","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2002","2002",,,"0","Units",,,78.2,,
"1","Country","DEU","Germany","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2005","2005",,,"0","Units",,,76.5,,
"1","Country","DEU","Germany","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2009","2009",,,"0","Units",,,70.9,,
"1","Country","DEU","Germany","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2013","2013",,,"0","Units",,,71.5,,
"2","Large regions (TL2)","DE1","Baden-Württemberg","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2002","2002",,,"0","Units",,,80.1,,
"2","Large regions (TL2)","DE1","Baden-Württemberg","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2005","2005",,,"0","Units",,,77.3,,
"2","Large regions (TL2)","DE1","Baden-Württemberg","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2009","2009",,,"0","Units",,,71.3,,
"2","Large regions (TL2)","DE1","Baden-Württemberg","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2013","2013",,,"0","Units",,,73.4,,
"2","Large regions (TL2)","DE2","Bavaria","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2002","2002",,,"0","Units",,,80.9,,
"2","Large regions (TL2)","DE2","Bavaria","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2005","2005",,,"0","Units",,,76.9,,
"2","Large regions (TL2)","DE2","Bavaria","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2009","2009",,,"0","Units",,,70.9,,
"2","Large regions (TL2)","DE2","Bavaria","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2013","2013",,,"0","Units",,,69.5,,
"2","Large regions (TL2)","ME12","Guerrero","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2000","2000",,,"0","Units",,,54.15,,
"2","Large regions (TL2)","ME12","Guerrero","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2003","2003",,,"0","Units",,,33.05,,
"2","Large regions (TL2)","ME12","Guerrero","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2006","2006",,,"0","Units",,,46.23,,
"2","Large regions (TL2)","ME12","Guerrero","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2009","2009",,,"0","Units",,,32.5,,
"2","Large regions (TL2)","ME13","Hidalgo","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2000","2000",,,"0","Units",,,61.8,,
"2","Large regions (TL2)","ME13","Hidalgo","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2003","2003",,,"0","Units",,,38.43,,
"2","Large regions (TL2)","ME13","Hidalgo","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2006","2006",,,"0","Units",,,58.33,,
"2","Large regions (TL2)","ME13","Hidalgo","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2009","2009",,,"0","Units",,,43.18,,
"2","Large regions (TL2)","ME14","Jalisco","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2000","2000",,,"0","Units",,,68.21,,
"2","Large regions (TL2)","ME14","Jalisco","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2003","2003",,,"0","Units",,,54.17,,
"2","Large regions (TL2)","ME14","Jalisco","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2006","2006",,,"0","Units",,,61.36,,
"2","Large regions (TL2)","ME14","Jalisco","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2009","2009",,,"0","Units",,,51.84,,
"2","Large regions (TL2)","ME15","Mexico","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2000","2000",,,"0","Units",,,67.9,,
"2","Large regions (TL2)","ME15","Mexico","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2003","2003",,,"0","Units",,,36.11,,
"2","Large regions (TL2)","ME15","Mexico","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2006","2006",,,"0","Units",,,62.05,,
"2","Large regions (TL2)","ME15","Mexico","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2009","2009",,,"0","Units",,,51.37,,
"2","Large regions (TL2)","ME16","Michoacan","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2000","2000",,,"0","Units",,,60.79,,
"2","Large regions (TL2)","ME16","Michoacan","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2003","2003",,,"0","Units",,,31.07,,
"2","Large regions (TL2)","ME16","Michoacan","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2006","2006",,,"0","Units",,,50.1,,
"2","Large regions (TL2)","ME16","Michoacan","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2009","2009",,,"0","Units",,,33.25,,
"2","Large regions (TL2)","ME17","Morelos","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2000","2000",,,"0","Units",,,65.33,,
"2","Large regions (TL2)","ME17","Morelos","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2003","2003",,,"0","Units",,,48.11,,
"2","Large regions (TL2)","ME17","Morelos","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2006","2006",,,"0","Units",,,60.1,,
"2","Large regions (TL2)","ME17","Morelos","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2009","2009",,,"0","Units",,,49.42,,
"2","Large regions (TL2)","ME18","Nayarit","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2000","2000",,,"0","Units",,,62.7,,
