"TL","Territory level and Typology","REG_ID","Region","VAR","Indicator","POS","Position","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"2","Large regions (TL2)","ES53","Balearic Islands","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2019","2019",,,"0","Units",,,58.71,,
"2","Large regions (TL2)","ES61","Andalusia","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2019","2019",,,"0","Units",,,68.25,,
"2","Large regions (TL2)","ES62","Murcia","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2019","2019",,,"0","Units",,,69.99,,
"2","Large regions (TL2)","ES63","Ceuta ","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2019","2019",,,"0","Units",,,56.16,,
"2","Large regions (TL2)","ES64","Melilla","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2019","2019",,,"0","Units",,,57.12,,
"2","Large regions (TL2)","ES70","Canary Islands","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2019","2019",,,"0","Units",,,60.46,,
"2","Large regions (TL2)","HU11","Budapest","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2002","2002",,,"0","Units",,,77.52,,
"2","Large regions (TL2)","HU11","Budapest","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2006","2006",,,"0","Units",,,74.33,,
"2","Large regions (TL2)","HU11","Budapest","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2010","2010",,,"0","Units",,,69.74,,
"2","Large regions (TL2)","HU11","Budapest","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2014","2014",,,"0","Units",,,68.63,,
"2","Large regions (TL2)","HU11","Budapest","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2018","2018",,,"0","Units",,,75.42,,
"2","Large regions (TL2)","HU12","Pest","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2002","2002",,,"0","Units",,,70.6,,
"2","Large regions (TL2)","HU12","Pest","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2006","2006",,,"0","Units",,,68.68,,
"2","Large regions (TL2)","HU12","Pest","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2010","2010",,,"0","Units",,,66.5,,
"2","Large regions (TL2)","HU12","Pest","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2014","2014",,,"0","Units",,,62.97,,
"2","Large regions (TL2)","HU12","Pest","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2018","2018",,,"0","Units",,,71.87,,
"2","Large regions (TL2)","PL71","Lodzkie","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2019","2019",,,"0","Units",,,63.51,,
"2","Large regions (TL2)","PL72","Swietokrzyskie","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2019","2019",,,"0","Units",,,57.7,,
"2","Large regions (TL2)","PL81","Lublin Province ","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2019","2019",,,"0","Units",,,58,,
"2","Large regions (TL2)","PL82","Podkarpacia","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2019","2019",,,"0","Units",,,58.57,,
"2","Large regions (TL2)","PL84","Podlaskie","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2019","2019",,,"0","Units",,,56.97,,
"2","Large regions (TL2)","PL91","Warsaw","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2019","2019",,,"0","Units",,,74.17,,
"2","Large regions (TL2)","PL92","Mazowiecki region","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2019","2019",,,"0","Units",,,59.43,,
"1","Country","AUS","Australia","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2019","2019",,,"0","Units",,,91.89,,
"2","Large regions (TL2)","AU1","New South Wales","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2019","2019",,,"0","Units",,,92.16,,
"2","Large regions (TL2)","AU2","Victoria","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2019","2019",,,"0","Units",,,92.62,,
"2","Large regions (TL2)","AU3","Queensland","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2019","2019",,,"0","Units",,,91.22,,
"2","Large regions (TL2)","AU4","South Australia","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2019","2019",,,"0","Units",,,90.05,,
"2","Large regions (TL2)","AU5","Western Australia","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2019","2019",,,"0","Units",,,93.07,,
"2","Large regions (TL2)","AU6","Tasmania","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2019","2019",,,"0","Units",,,94.34,,
"2","Large regions (TL2)","AU7","Northern Territory","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2019","2019",,,"0","Units",,,93.15,,
"2","Large regions (TL2)","AU8","Canberra region (ACT)","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2019","2019",,,"0","Units",,,77.94,,
"1","Country","AUT","Austria","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2019","2019",,,"0","Units",,,75.6,,
"1","Country","BEL","Belgium","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2019","2019",,,"0","Units",,,89.74,,
"2","Large regions (TL2)","BE1","Brussels Capital Region","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2019","2019",,,"0","Units",,,83.46,,
"2","Large regions (TL2)","BE2","Flemish Region","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2019","2019",,,"0","Units",,,92.16,,
"2","Large regions (TL2)","BE3","Walloon Region","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2019","2019",,,"0","Units",,,86.63,,
"1","Country","CAN","Canada","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2019","2019",,,"0","Units",,,77,,
"2","Large regions (TL2)","CA10","Newfoundland and Labrador","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2019","2019",,,"0","Units",,,68,,
"2","Large regions (TL2)","CA11","Prince Edward Island","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2019","2019",,,"0","Units",,,82,,
"2","Large regions (TL2)","CA12","Nova Scotia","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2019","2019",,,"0","Units",,,78,,
"2","Large regions (TL2)","CA13","New Brunswick","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2019","2019",,,"0","Units",,,80,,
"2","Large regions (TL2)","CA24","Quebec","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2019","2019",,,"0","Units",,,76,,
"2","Large regions (TL2)","CA35","Ontario","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2019","2019",,,"0","Units",,,77,,
"1","Country","NZL","New Zealand","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2017","2017",,,"0","Units",,,79.01,,
"2","Large regions (TL2)","CA46","Manitoba","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2019","2019",,,"0","Units",,,75,,
"2","Large regions (TL2)","CA47","Saskatchewan","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2019","2019",,,"0","Units",,,81,,
"2","Large regions (TL2)","CA48","Alberta","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2019","2019",,,"0","Units",,,80,,
"2","Large regions (TL2)","CA59","British Columbia","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2019","2019",,,"0","Units",,,76,,
"1","Country","DNK","Denmark","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2019","2019",,,"0","Units",,,84.595,,
"2","Large regions (TL2)","DK01","Copenhagen region","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2019","2019",,,"0","Units",,,85.25,,
"2","Large regions (TL2)","DK02","Zealand","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2019","2019",,,"0","Units",,,83.72,,
"2","Large regions (TL2)","DK03","Southern Denmark","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2019","2019",,,"0","Units",,,83.88,,
"2","Large regions (TL2)","DK04","Central Jutland","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2019","2019",,,"0","Units",,,85.62,,
"2","Large regions (TL2)","DK05","Northern Jutland","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2019","2019",,,"0","Units",,,83.18,,
"1","Country","EST","Estonia","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2019","2019",,,"0","Units",,,63.7,,
"1","Country","FIN","Finland","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2018","2018",,,"0","Units",,,66.76,,
"2","Large regions (TL2)","FI19","Western Finland","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2018","2018",,,"0","Units",,,68.34,,
"2","Large regions (TL2)","FI1B","Helsinki-Uusimaa","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2018","2018",,,"0","Units",,,68.11,,
"2","Large regions (TL2)","FI1C","Southern Finland","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2018","2018",,,"0","Units",,,67.09,,
"2","Large regions (TL2)","FI1D","Eastern and Northern Finland","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2018","2018",,,"0","Units",,,64.45,,
"2","Large regions (TL2)","FI20","Åland","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2018","2018",,,"0","Units",,,47.23,,
"1","Country","CHE","Switzerland","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2019","2019",,,"0","Units",,,45.12,,
"2","Large regions (TL2)","CH01","Lake Geneva Region","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2019","2019",,,"0","Units",,,44.89,,
"2","Large regions (TL2)","CH02","Espace Mittelland","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2019","2019",,,"0","Units",,,45.62,,
"2","Large regions (TL2)","CH03","Northwestern Switzerland ","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2019","2019",,,"0","Units",,,45.33,,
"2","Large regions (TL2)","CH04","Zurich","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2019","2019",,,"0","Units",,,45.23,,
"2","Large regions (TL2)","CH05","Eastern Switzerland","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2019","2019",,,"0","Units",,,43.81,,
"2","Large regions (TL2)","CH06","Central Switzerland","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2019","2019",,,"0","Units",,,49.56,,
"2","Large regions (TL2)","CH07","Ticino","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2019","2019",,,"0","Units",,,49.81,,
"2","Large regions (TL2)","CO05","Antioquia","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2019","2019",,,"0","Units",,,53.64,,
"2","Large regions (TL2)","CO08","Atlántico","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2019","2019",,,"0","Units",,,61.1,,
"2","Large regions (TL2)","CO11","Bogotá Capital District","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2019","2019",,,"0","Units",,,54.99,,
"2","Large regions (TL2)","CO13","Bolívar","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2019","2019",,,"0","Units",,,63.09,,
"2","Large regions (TL2)","CO15","Boyacá","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2019","2019",,,"0","Units",,,71.9,,
"2","Large regions (TL2)","CO17","Caldas","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2019","2019",,,"0","Units",,,60.07,,
"2","Large regions (TL2)","CO18","Caquetá","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2019","2019",,,"0","Units",,,57.64,,
"2","Large regions (TL2)","CO19","Cauca","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2019","2019",,,"0","Units",,,61.31,,
"2","Large regions (TL2)","CO20","Cesar","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2019","2019",,,"0","Units",,,66.7,,
"2","Large regions (TL2)","CO23","Córdoba (CO)","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2019","2019",,,"0","Units",,,72.28,,
"2","Large regions (TL2)","CO25","Cundinamarca","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2019","2019",,,"0","Units",,,65.59,,
"2","Large regions (TL2)","CO27","Chocó","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2019","2019",,,"0","Units",,,64.21,,
"2","Large regions (TL2)","CO41","Huila","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2019","2019",,,"0","Units",,,66.11,,
"2","Large regions (TL2)","CO44","La Guajira","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2019","2019",,,"0","Units",,,61.18,,
"2","Large regions (TL2)","CO47","Magdalena","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2019","2019",,,"0","Units",,,65.65,,
"2","Large regions (TL2)","CO50","Meta","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2019","2019",,,"0","Units",,,68.82,,
"2","Large regions (TL2)","CO52","Nariño","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2019","2019",,,"0","Units",,,65.8,,
"2","Large regions (TL2)","CO54","Norte de Santander","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2019","2019",,,"0","Units",,,59.89,,
"2","Large regions (TL2)","CO63","Quindío","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2019","2019",,,"0","Units",,,53.53,,
"2","Large regions (TL2)","CO66","Risaralda","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2019","2019",,,"0","Units",,,55.44,,
"2","Large regions (TL2)","CO68","Santander","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2019","2019",,,"0","Units",,,66.55,,
"2","Large regions (TL2)","CO70","Sucre","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2019","2019",,,"0","Units",,,73,,
"2","Large regions (TL2)","CO73","Tolima","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2019","2019",,,"0","Units",,,60.79,,
"2","Large regions (TL2)","CO76","Valle del Cauca","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2019","2019",,,"0","Units",,,53.19,,
"2","Large regions (TL2)","CO81","Arauca","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2019","2019",,,"0","Units",,,62.11,,
"2","Large regions (TL2)","CO85","Casanare","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2019","2019",,,"0","Units",,,75.78,,
"2","Large regions (TL2)","CO86","Putumayo","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2019","2019",,,"0","Units",,,62.56,,
"2","Large regions (TL2)","CO88","San Andrés","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2019","2019",,,"0","Units",,,54.09,,
"2","Large regions (TL2)","CO91","Amazonas","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2019","2019",,,"0","Units",,,60.87,,
"2","Large regions (TL2)","CO94","Guainía","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2019","2019",,,"0","Units",,,69.34,,
"2","Large regions (TL2)","CO95","Guaviare","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2019","2019",,,"0","Units",,,65.73,,
"2","Large regions (TL2)","CO97","Vaupés","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2019","2019",,,"0","Units",,,63.38,,
"2","Large regions (TL2)","NZ11","Northland","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2017","2017",,,"0","Units",,,77.79,,
"2","Large regions (TL2)","NZ12","Auckland","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2017","2017",,,"0","Units",,,75.84,,
"2","Large regions (TL2)","NZ13","Waikato","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2017","2017",,,"0","Units",,,78.89,,
"2","Large regions (TL2)","NZ14","Bay of Plenty","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2017","2017",,,"0","Units",,,78.85,,
"2","Large regions (TL2)","NZ15","Gisborne","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2017","2017",,,"0","Units",,,81.33,,
"2","Large regions (TL2)","NZ16","Hawke's Bay","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2017","2017",,,"0","Units",,,75.89,,
"2","Large regions (TL2)","NZ17","Taranaki","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2017","2017",,,"0","Units",,,75.93,,
"2","Large regions (TL2)","NZ18","Manawatu-Wanganui","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2017","2017",,,"0","Units",,,80.91,,
"2","Large regions (TL2)","NZ19","Wellington","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2017","2017",,,"0","Units",,,83.78,,
"2","Large regions (TL2)","NZ21","Tasman-Nelson-Marlborough","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2017","2017",,,"0","Units",,,82.75,,
"2","Large regions (TL2)","NZ22","West Coast","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2017","2017",,,"0","Units",,,82.59,,
"2","Large regions (TL2)","NZ23","Canterbury","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2017","2017",,,"0","Units",,,81.34,,
"2","Large regions (TL2)","NZ24","Otago","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2017","2017",,,"0","Units",,,82.54,,
"2","Large regions (TL2)","NZ25","Southland","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2017","2017",,,"0","Units",,,80.1,,
"2","Large regions (TL2)","IE04","Northern and Western","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2016","2016",,,"0","Units",,,66.1,,
"2","Large regions (TL2)","IE05","Southern","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2016","2016",,,"0","Units",,,66.9,,
"2","Large regions (TL2)","IE06","Eastern and Midland","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2016","2016",,,"0","Units",,,63.2,,
"1","Country","DEU","Germany","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2021","2021",,,"0","Units",,,76.6,,
"2","Large regions (TL2)","DE1","Baden-Württemberg","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2021","2021",,,"0","Units",,,77.8,,
"2","Large regions (TL2)","DE2","Bavaria","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2021","2021",,,"0","Units",,,79.9,,
"2","Large regions (TL2)","ME12","Guerrero","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2021","2021",,,"0","Units",,,57.83,,
"2","Large regions (TL2)","ME13","Hidalgo","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2021","2021",,,"0","Units",,,46.74,,
"2","Large regions (TL2)","ME14","Jalisco","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2021","2021",,,"0","Units",,,48.3,,
"2","Large regions (TL2)","ME15","Mexico","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2021","2021",,,"0","Units",,,54.3,,
"2","Large regions (TL2)","ME16","Michoacan","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2021","2021",,,"0","Units",,,49.69,,
"2","Large regions (TL2)","ME17","Morelos","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2021","2021",,,"0","Units",,,53.2,,
"2","Large regions (TL2)","ME18","Nayarit","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2021","2021",,,"0","Units",,,53.48,,
"2","Large regions (TL2)","ME19","Nuevo Leon","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2021","2021",,,"0","Units",,,51.18,,
"2","Large regions (TL2)","ME20","Oaxaca","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2021","2021",,,"0","Units",,,56.62,,
"2","Large regions (TL2)","ME21","Puebla","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2021","2021",,,"0","Units",,,56.23,,
"2","Large regions (TL2)","ME22","Queretaro","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2021","2021",,,"0","Units",,,52.13,,
"2","Large regions (TL2)","ME23","Quintana Roo","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2021","2021",,,"0","Units",,,44.44,,
"2","Large regions (TL2)","ME24","San Luis Potosi","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2021","2021",,,"0","Units",,,58.98,,
"2","Large regions (TL2)","ME25","Sinaloa","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2021","2021",,,"0","Units",,,49.11,,
"2","Large regions (TL2)","ME26","Sonora","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2021","2021",,,"0","Units",,,43.81,,
"2","Large regions (TL2)","ME27","Tabasco","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2021","2021",,,"0","Units",,,53.45,,
"2","Large regions (TL2)","ME28","Tamaulipas","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2021","2021",,,"0","Units",,,52.68,,
"2","Large regions (TL2)","ME29","Tlaxcala","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2021","2021",,,"0","Units",,,66.48,,
"2","Large regions (TL2)","ME30","Veracruz","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2021","2021",,,"0","Units",,,60.39,,
"1","Country","GBR","United Kingdom","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2019","2019",,,"0","Units",,,67.5,,
"2","Large regions (TL2)","UKC","North East England","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2019","2019",,,"0","Units",,,64.21,,
"2","Large regions (TL2)","UKD","North West England","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2019","2019",,,"0","Units",,,65.62,,
"2","Large regions (TL2)","UKE","Yorkshire and The Humber","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2019","2019",,,"0","Units",,,64.35,,
"2","Large regions (TL2)","UKF","East Midlands","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2019","2019",,,"0","Units",,,67.17,,
"2","Large regions (TL2)","UKG","West Midlands","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2019","2019",,,"0","Units",,,64.66,,
"2","Large regions (TL2)","UKH","East of England","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2019","2019",,,"0","Units",,,68.25,,
"2","Large regions (TL2)","UKI","Greater London","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2019","2019",,,"0","Units",,,67.47,,
"1","Country","LVA","Latvia","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2018","2018",,,"0","Units",,,54.58,,
"2","Large regions (TL2)","LV00","Latvia","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2018","2018",,,"0","Units",,,54.56,,
"1","Country","LTU","Lithuania","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2002","2002",,,"0","Units",,,52.65,,
"1","Country","LTU","Lithuania","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2019","2019",,,"0","Units",,,53.88,,
"1","Country","LTU","Lithuania","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2020","2020",,,"0","Units",,,47.8,,
"1","Country","LTU","Lithuania","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2021","2021",,,"0","Units",,,47.8,,
"2","Large regions (TL2)","DE3","Berlin","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2021","2021",,,"0","Units",,,75.2,,
"2","Large regions (TL2)","DE4","Brandenburg","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2021","2021",,,"0","Units",,,75.6,,
"2","Large regions (TL2)","DE5","Bremen","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2021","2021",,,"0","Units",,,71.9,,
"2","Large regions (TL2)","DE6","Hamburg","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2021","2021",,,"0","Units",,,77.8,,
"2","Large regions (TL2)","DE7","Hesse","VOTERS_RA","Voters Turnout to General Elections (in % of registered voters who voted)","ALL","All regions","2021","2021",,,"0","Units",,,76.2,,
