"LOCATION","Country","TRANSACT","Transaction","MEASURE","Measure","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"FIN","Finland","EXC","Exchange rates, period-average","CD","National currency per US dollar","2020","2020","EUR","Euro","0","Units",,,0.875506,,
"FIN","Finland","EXC","Exchange rates, period-average","CD","National currency per US dollar","2021","2021","EUR","Euro","0","Units",,,0.845494,,
"FIN","Finland","EXC","Exchange rates, period-average","CD","National currency per US dollar","2022","2022","EUR","Euro","0","Units",,,0.949624,,
"JPN","Japan","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2008","2008","JPY","Yen","0","Units",,,119.085909,,
"JPN","Japan","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2009","2009","JPY","Yen","0","Units",,,116.553534,,
"JPN","Japan","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2010","2010","JPY","Yen","0","Units",,,112.892971,,
"JPN","Japan","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2011","2011","JPY","Yen","0","Units",,,109.10042,,
"JPN","Japan","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2012","2012","JPY","Yen","0","Units",,,105.418169,,
"JPN","Japan","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2013","2013","JPY","Yen","0","Units",,,98.920735,,
"JPN","Japan","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2014","2014","JPY","Yen","0","Units",,,101.072093,,
"JPN","Japan","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2015","2015","JPY","Yen","0","Units",,,100.778024,,
"JPN","Japan","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2016","2016","JPY","Yen","0","Units",,,106.409205,,
"JPN","Japan","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2017","2017","JPY","Yen","0","Units",,,105.407248,,
"JPN","Japan","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2018","2018","JPY","Yen","0","Units",,,103.812938,,
"JPN","Japan","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2019","2019","JPY","Yen","0","Units",,,105.203469,,
"JPN","Japan","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2020","2020","JPY","Yen","0","Units",,,103.499198,,
"JPN","Japan","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2021","2021","JPY","Yen","0","Units",,,103.294318,,
"DNK","Denmark","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2008","2008","DKK","Danish Krone","0","Units",,,7.944128,,
"DNK","Denmark","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2009","2009","DKK","Danish Krone","0","Units",,,7.731054,,
"DNK","Denmark","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2010","2010","DKK","Danish Krone","0","Units",,,7.591225,,
"DNK","Denmark","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2011","2011","DKK","Danish Krone","0","Units",,,7.466492,,
"DNK","Denmark","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2012","2012","DKK","Danish Krone","0","Units",,,7.564136,,
"DNK","Denmark","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2013","2013","DKK","Danish Krone","0","Units",,,7.354846,,
"DNK","Denmark","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2014","2014","DKK","Danish Krone","0","Units",,,7.328674,,
"DNK","Denmark","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2015","2015","DKK","Danish Krone","0","Units",,,7.305357,,
"DNK","Denmark","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2016","2016","DKK","Danish Krone","0","Units",,,7.079856,,
"DNK","Denmark","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2017","2017","DKK","Danish Krone","0","Units",,,6.871679,,
"DNK","Denmark","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2018","2018","DKK","Danish Krone","0","Units",,,6.765997,,
"DNK","Denmark","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2019","2019","DKK","Danish Krone","0","Units",,,6.634081,,
"DNK","Denmark","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2020","2020","DKK","Danish Krone","0","Units",,,6.551107,,
"DNK","Denmark","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2021","2021","DKK","Danish Krone","0","Units",,,6.589808,,
"DNK","Denmark","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2022","2022","DKK","Danish Krone","0","Units",,,6.31981,,
"ESP","Spain","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2008","2008","EUR","Euro","0","Units",,,0.802165,,
"ESP","Spain","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2009","2009","EUR","Euro","0","Units",,,0.801303,,
"ESP","Spain","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2010","2010","EUR","Euro","0","Units",,,0.800745,,
"ESP","Spain","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2011","2011","EUR","Euro","0","Units",,,0.791645,,
"ESP","Spain","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2012","2012","EUR","Euro","0","Units",,,0.78582,,
"ESP","Spain","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2013","2013","EUR","Euro","0","Units",,,0.758457,,
"ESP","Spain","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2014","2014","EUR","Euro","0","Units",,,0.744228,,
"ESP","Spain","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2015","2015","EUR","Euro","0","Units",,,0.738177,,
"ESP","Spain","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2016","2016","EUR","Euro","0","Units",,,0.71839,,
"ESP","Spain","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2017","2017","EUR","Euro","0","Units",,,0.710629,,
"ESP","Spain","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2018","2018","EUR","Euro","0","Units",,,0.711181,,
"ESP","Spain","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2019","2019","EUR","Euro","0","Units",,,0.692255,,
"ESP","Spain","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2020","2020","EUR","Euro","0","Units",,,0.709636,,
"ESP","Spain","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2021","2021","EUR","Euro","0","Units",,,0.713151,,
"IDN","Indonesia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2008","2008","IDR","Rupiah","0","Units",,,2723.007031,,
"IDN","Indonesia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2009","2009","IDR","Rupiah","0","Units",,,2929.552019,,
"IDN","Indonesia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2010","2010","IDR","Rupiah","0","Units",,,3336.628125,,
"IDN","Indonesia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2011","2011","IDR","Rupiah","0","Units",,,3512.753906,,
"IDN","Indonesia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2012","2012","IDR","Rupiah","0","Units",,,3569.892578,,
"IDN","Indonesia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2013","2013","IDR","Rupiah","0","Units",,,3765.671875,,
"IDN","Indonesia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2014","2014","IDR","Rupiah","0","Units",,,4030.774658,,
"IDN","Indonesia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2015","2015","IDR","Rupiah","0","Units",,,4353.327148,,
"IDN","Indonesia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2016","2016","IDR","Rupiah","0","Units",,,4518.104004,,
"IDN","Indonesia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2017","2017","IDR","Rupiah","0","Units",,,4695.658691,,
"IDN","Indonesia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2018","2018","IDR","Rupiah","0","Units",,,4761.208348,,
"IDN","Indonesia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2019","2019","IDR","Rupiah","0","Units",,,4752.310403,,
"IDN","Indonesia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2020","2020","IDR","Rupiah","0","Units",,,4675.215536,,
"IDN","Indonesia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2021","2021","IDR","Rupiah","0","Units",,,4758.700957,,
"IDN","Indonesia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2022","2022","IDR","Rupiah","0","Units",,,4934.262314,,
"MEX","Mexico","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2008","2008","MXN","Mexican Peso","0","Units",,,8.158591,,
"MEX","Mexico","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2009","2009","MXN","Mexican Peso","0","Units",,,8.433181,,
"MEX","Mexico","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2010","2010","MXN","Mexican Peso","0","Units",,,8.725021,,
"MEX","Mexico","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2011","2011","MXN","Mexican Peso","0","Units",,,8.940212,,
"MEX","Mexico","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2012","2012","MXN","Mexican Peso","0","Units",,,9.223471,,
"MEX","Mexico","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2013","2013","MXN","Mexican Peso","0","Units",,,9.180892,,
"MEX","Mexico","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2014","2014","MXN","Mexican Peso","0","Units",,,9.353626,,
"MEX","Mexico","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2015","2015","MXN","Mexican Peso","0","Units",,,9.433591,,
"MEX","Mexico","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2016","2016","MXN","Mexican Peso","0","Units",,,9.459933,,
"MEX","Mexico","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2017","2017","MXN","Mexican Peso","0","Units",,,10.135383,,
"MEX","Mexico","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2018","2018","MXN","Mexican Peso","0","Units",,,10.35149,,
"MEX","Mexico","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2019","2019","MXN","Mexican Peso","0","Units",,,10.918048,,
"MEX","Mexico","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2020","2020","MXN","Mexican Peso","0","Units",,,11.50941,,
"MEX","Mexico","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2021","2021","MXN","Mexican Peso","0","Units",,,11.843592,,
"COL","Colombia","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2008","2008","COP","Colombian Peso","0","Units",,,1124.227018,,
"COL","Colombia","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2009","2009","COP","Colombian Peso","0","Units",,,1163.07882,,
"COL","Colombia","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2010","2010","COP","Colombian Peso","0","Units",,,1192.698018,,
"COL","Colombia","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2011","2011","COP","Colombian Peso","0","Units",,,1238.284657,,
"COL","Colombia","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2012","2012","COP","Colombian Peso","0","Units",,,1243.647565,,
"COL","Colombia","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2013","2013","COP","Colombian Peso","0","Units",,,1252.125647,,
"COL","Colombia","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2014","2014","COP","Colombian Peso","0","Units",,,1273.428925,,
"COL","Colombia","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2015","2015","COP","Colombian Peso","0","Units",,,1345.581607,,
"COL","Colombia","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2016","2016","COP","Colombian Peso","0","Units",,,1403.306455,,
"COL","Colombia","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2017","2017","COP","Colombian Peso","0","Units",,,1467.281232,,
"COL","Colombia","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2018","2018","COP","Colombian Peso","0","Units",,,1464.411798,,
"COL","Colombia","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2019","2019","COP","Colombian Peso","0","Units",,,1515.096496,,
"COL","Colombia","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2020","2020","COP","Colombian Peso","0","Units",,,1526.591332,,
"COL","Colombia","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2021","2021","COP","Colombian Peso","0","Units",,,1573.881799,,
"SVN","Slovenia","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2008","2008","EUR","Euro","0","Units",,,0.686488,,
"SVN","Slovenia","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2009","2009","EUR","Euro","0","Units",,,0.709551,,
"SVN","Slovenia","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2010","2010","EUR","Euro","0","Units",,,0.698464,,
"SVN","Slovenia","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2011","2011","EUR","Euro","0","Units",,,0.681376,,
"SVN","Slovenia","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2012","2012","EUR","Euro","0","Units",,,0.677672,,
"SVN","Slovenia","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2013","2013","EUR","Euro","0","Units",,,0.665662,,
"SVN","Slovenia","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2014","2014","EUR","Euro","0","Units",,,0.66613,,
"SVN","Slovenia","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2015","2015","EUR","Euro","0","Units",,,0.669388,,
"SVN","Slovenia","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2016","2016","EUR","Euro","0","Units",,,0.654905,,
"SVN","Slovenia","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2017","2017","EUR","Euro","0","Units",,,0.649155,,
"SVN","Slovenia","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2018","2018","EUR","Euro","0","Units",,,0.642606,,
"SVN","Slovenia","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2019","2019","EUR","Euro","0","Units",,,0.626739,,
"SVN","Slovenia","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2020","2020","EUR","Euro","0","Units",,,0.633785,,
"SVN","Slovenia","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2021","2021","EUR","Euro","0","Units",,,0.644298,,
"NLD","Netherlands","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2008","2008","EUR","Euro","0","Units",,,0.718546,,
"NLD","Netherlands","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2009","2009","EUR","Euro","0","Units",,,0.694155,,
"NLD","Netherlands","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2010","2010","EUR","Euro","0","Units",,,0.748391,,
"NLD","Netherlands","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2011","2011","EUR","Euro","0","Units",,,0.772857,,
"NLD","Netherlands","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2012","2012","EUR","Euro","0","Units",,,0.75792,,
"NLD","Netherlands","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2013","2013","EUR","Euro","0","Units",,,0.725111,,
"NLD","Netherlands","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2014","2014","EUR","Euro","0","Units",,,0.823655,,
"NLD","Netherlands","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2015","2015","EUR","Euro","0","Units",,,0.918527,,
"NLD","Netherlands","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2016","2016","EUR","Euro","0","Units",,,0.948677,,
"NLD","Netherlands","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2017","2017","EUR","Euro","0","Units",,,0.83382,,
"NLD","Netherlands","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2018","2018","EUR","Euro","0","Units",,,0.873362,,
"NLD","Netherlands","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2019","2019","EUR","Euro","0","Units",,,0.890155,,
"NLD","Netherlands","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2020","2020","EUR","Euro","0","Units",,,0.81493,,
"NLD","Netherlands","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2021","2021","EUR","Euro","0","Units",,,0.882924,,
"NLD","Netherlands","EXCE","Exchange rates, end of period","CD","National currency per US dollar","2022","2022","EUR","Euro","0","Units",,,0.937559,,
"EST","Estonia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2008","2008","EUR","Euro","0","Units",,,0.545055,,
"EST","Estonia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2009","2009","EUR","Euro","0","Units",,,0.517114,,
"EST","Estonia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2010","2010","EUR","Euro","0","Units",,,0.512123,,
"EST","Estonia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2011","2011","EUR","Euro","0","Units",,,0.5116,,
"EST","Estonia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2012","2012","EUR","Euro","0","Units",,,0.521063,,
"EST","Estonia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2013","2013","EUR","Euro","0","Units",,,0.522424,,
"EST","Estonia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2014","2014","EUR","Euro","0","Units",,,0.52689,,
"EST","Estonia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2015","2015","EUR","Euro","0","Units",,,0.53758,,
"EST","Estonia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2016","2016","EUR","Euro","0","Units",,,0.527849,,
"EST","Estonia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2017","2017","EUR","Euro","0","Units",,,0.534908,,
"EST","Estonia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2018","2018","EUR","Euro","0","Units",,,0.538757,,
"EST","Estonia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2019","2019","EUR","Euro","0","Units",,,0.536428,,
"EST","Estonia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2020","2020","EUR","Euro","0","Units",,,0.523753,,
"EST","Estonia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2021","2021","EUR","Euro","0","Units",,,0.543421,,
"EST","Estonia","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2022","2022","EUR","Euro","0","Units",,,0.569293,,
"NZL","New Zealand","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2008","2008","NZD","New Zealand Dollar","0","Units",,,1.570388,,
"NZL","New Zealand","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2009","2009","NZD","New Zealand Dollar","0","Units",,,1.603729,,
"NZL","New Zealand","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2010","2010","NZD","New Zealand Dollar","0","Units",,,1.595376,,
"NZL","New Zealand","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2011","2011","NZD","New Zealand Dollar","0","Units",,,1.589175,,
"NZL","New Zealand","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2012","2012","NZD","New Zealand Dollar","0","Units",,,1.586142,,
"NZL","New Zealand","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2013","2013","NZD","New Zealand Dollar","0","Units",,,1.608914,,
"NZL","New Zealand","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2014","2014","NZD","New Zealand Dollar","0","Units",,,1.600829,,
"NZL","New Zealand","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2015","2015","NZD","New Zealand Dollar","0","Units",,,1.631089,,
"NZL","New Zealand","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2016","2016","NZD","New Zealand Dollar","0","Units",,,1.585767,,
"NZL","New Zealand","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2017","2017","NZD","New Zealand Dollar","0","Units",,,1.580559,,
"NZL","New Zealand","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2018","2018","NZD","New Zealand Dollar","0","Units",,,1.628674,,
"NZL","New Zealand","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2019","2019","NZD","New Zealand Dollar","0","Units",,,1.565974,,
"NZL","New Zealand","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2020","2020","NZD","New Zealand Dollar","0","Units",,,1.562505,,
"NZL","New Zealand","PPPPRC","Purchasing Power Parities for private consumption","CD","National currency per US dollar","2021","2021","NZD","New Zealand Dollar","0","Units",,,1.603582,,
"AUT","Austria","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2008","2008","EUR","Euro","0","Units",,,0.854424,,
"AUT","Austria","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2009","2009","EUR","Euro","0","Units",,,0.843723,,
"AUT","Austria","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2010","2010","EUR","Euro","0","Units",,,0.842233,,
"AUT","Austria","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2011","2011","EUR","Euro","0","Units",,,0.831374,,
"AUT","Austria","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2012","2012","EUR","Euro","0","Units",,,0.813648,,
"AUT","Austria","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2013","2013","EUR","Euro","0","Units",,,0.797081,,
"AUT","Austria","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2014","2014","EUR","Euro","0","Units",,,0.798797,,
"AUT","Austria","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2015","2015","EUR","Euro","0","Units",,,0.798813,,
"AUT","Austria","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2016","2016","EUR","Euro","0","Units",,,0.776931,,
"AUT","Austria","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2017","2017","EUR","Euro","0","Units",,,0.775009,,
"AUT","Austria","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2018","2018","EUR","Euro","0","Units",,,0.765403,,
"AUT","Austria","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2019","2019","EUR","Euro","0","Units",,,0.749138,,
"AUT","Austria","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2020","2020","EUR","Euro","0","Units",,,0.746311,,
"AUT","Austria","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2021","2021","EUR","Euro","0","Units",,,0.756308,,
"AUT","Austria","PPPGDP","Purchasing Power Parities for GDP","CD","National currency per US dollar","2022","2022","EUR","Euro","0","Units",,,0.71893,,
"AUS","Australia","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2008","2008","AUD","Australian Dollar","0","Units",,,1.461425,,
"AUS","Australia","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2009","2009","AUD","Australian Dollar","0","Units",,,1.503999,,
"AUS","Australia","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2010","2010","AUD","Australian Dollar","0","Units",,,1.509033,,
"AUS","Australia","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2011","2011","AUD","Australian Dollar","0","Units",,,1.505092,,
"AUS","Australia","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2012","2012","AUD","Australian Dollar","0","Units",,,1.521182,,
"AUS","Australia","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2013","2013","AUD","Australian Dollar","0","Units",,,1.479588,,
"AUS","Australia","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2014","2014","AUD","Australian Dollar","0","Units",,,1.492318,,
"AUS","Australia","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2015","2015","AUD","Australian Dollar","0","Units",,,1.483748,,
"AUS","Australia","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2016","2016","AUD","Australian Dollar","0","Units",,,1.456772,,
"AUS","Australia","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2017","2017","AUD","Australian Dollar","0","Units",,,1.494519,,
"AUS","Australia","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2018","2018","AUD","Australian Dollar","0","Units",,,1.510998,,
"AUS","Australia","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2019","2019","AUD","Australian Dollar","0","Units",,,1.556425,,
"AUS","Australia","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2020","2020","AUD","Australian Dollar","0","Units",,,1.536948,,
"AUS","Australia","PPPP41","Purchasing Power Parities for actual individual consumption","CD","National currency per US dollar","2021","2021","AUD","Australian Dollar","0","Units",,,1.52938,,
"AUS","Australia","EXC","Exchange rates, period-average","CD","National currency per US dollar","2008","2008","AUD","Australian Dollar","0","Units",,,1.192178,,
"AUS","Australia","EXC","Exchange rates, period-average","CD","National currency per US dollar","2009","2009","AUD","Australian Dollar","0","Units",,,1.282189,,
"AUS","Australia","EXC","Exchange rates, period-average","CD","National currency per US dollar","2010","2010","AUD","Australian Dollar","0","Units",,,1.090159,,
"AUS","Australia","EXC","Exchange rates, period-average","CD","National currency per US dollar","2011","2011","AUD","Australian Dollar","0","Units",,,0.969463,,
"AUS","Australia","EXC","Exchange rates, period-average","CD","National currency per US dollar","2012","2012","AUD","Australian Dollar","0","Units",,,0.965801,,
"AUS","Australia","EXC","Exchange rates, period-average","CD","National currency per US dollar","2013","2013","AUD","Australian Dollar","0","Units",,,1.035843,,
"AUS","Australia","EXC","Exchange rates, period-average","CD","National currency per US dollar","2014","2014","AUD","Australian Dollar","0","Units",,,1.109363,,
"AUS","Australia","EXC","Exchange rates, period-average","CD","National currency per US dollar","2015","2015","AUD","Australian Dollar","0","Units",,,1.33109,,
"AUS","Australia","EXC","Exchange rates, period-average","CD","National currency per US dollar","2016","2016","AUD","Australian Dollar","0","Units",,,1.345214,,
"AUS","Australia","EXC","Exchange rates, period-average","CD","National currency per US dollar","2017","2017","AUD","Australian Dollar","0","Units",,,1.304758,,
"AUS","Australia","EXC","Exchange rates, period-average","CD","National currency per US dollar","2018","2018","AUD","Australian Dollar","0","Units",,,1.338412,,
"AUS","Australia","EXC","Exchange rates, period-average","CD","National currency per US dollar","2019","2019","AUD","Australian Dollar","0","Units",,,1.438507,,
