"COUNTRY","Country","INDICATOR","Indicator","YEAR","Year","Value","Flag Codes","Flags"
"ALB","Albania","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2000","2000",9.0643429144517,,
"ALB","Albania","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2001","2001",9.7053336527053,,
"ALB","Albania","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2002","2002",8.1940078859132,,
"ALB","Albania","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2003","2003",8.5537120478376,,
"ALB","Albania","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2004","2004",10.406552626267,,
"ALB","Albania","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2005","2005",10.227505547924,,
"ALB","Albania","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2006","2006",9.256329140361,,
"ALB","Albania","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2007","2007",12.929218923663,,
"ALB","Albania","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2008","2008",10.280546965814,,
"ALB","Albania","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2009","2009",12.911957189689,,
"ALB","Albania","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2010","2010",12.118003955344,,
"ALB","Albania","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2011","2011",11.08359335604,,
"ALB","Albania","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2012","2012",11.515649043012,,
"ALB","Albania","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2013","2013",10.189658912394,,
"ALB","Albania","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2014","2014",9.1377811252208,,
"ALB","Albania","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2015","2015",9.3727121470002,,
"ALB","Albania","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2016","2016",9.3529399697716,,
"ALB","Albania","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2017","2017",7.7258855796346,,
"ALB","Albania","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2018","2018",7.4309860255598,,
"ALB","Albania","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2019","2019",7.9532168660051,,
"ALB","Albania","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2020","2020",6.3780701510193,,
"ALB","Albania","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2021","2021",7.0065221118013,,
"ARM","Armenia","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2000","2000",6.9715992034133,,
"ARM","Armenia","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2001","2001",7.7687444725547,,
"ARM","Armenia","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2002","2002",7.7456116989719,,
"ARM","Armenia","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2003","2003",8.3500721353454,,
"ARM","Armenia","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2004","2004",8.6312762125027,,
"ARM","Armenia","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2005","2005",10.398280996437,,
"ARM","Armenia","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2006","2006",11.222657870176,,
"ARM","Armenia","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2007","2007",12.650825287329,,
"ARM","Armenia","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2008","2008",13.997726659135,,
"ARM","Armenia","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2009","2009",11.253096332737,,
"ARM","Armenia","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2010","2010",10.217862909644,"E","Estimated value"
"ARM","Armenia","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2011","2011",11.367839651581,"E","Estimated value"
"ARM","Armenia","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2012","2012",10.782740265283,"E","Estimated value"
"ARM","Armenia","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2013","2013",10.905603374939,"E","Estimated value"
"ARM","Armenia","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2014","2014",10.197764526407,,
"ARM","Armenia","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2015","2015",11.826799596248,,
"ARM","Armenia","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2016","2016",9.093550152632,,
"ARM","Armenia","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2017","2017",9.4743630188784,,
"AUS","Australia","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2000","2000",8.4999738944291,,
"AUS","Australia","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2001","2001",8.1594807603153,,
"AUS","Australia","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2002","2002",7.7602613554251,,
"AUS","Australia","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2003","2003",7.2629854137137,,
"AUS","Australia","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2004","2004",7.1742997108419,,
"AUS","Australia","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2005","2005",7.2175260360484,,
"AUS","Australia","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2006","2006",7.0152044410302,,
"AUS","Australia","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2007","2007",6.9763198832319,,
"AUS","Australia","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2008","2008",6.1884682717467,,
"AUS","Australia","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2009","2009",6.2097484291227,,
"AUS","Australia","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2010","2010",5.5964687326245,,
"AUS","Australia","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2011","2011",5.1521878400847,,
"AUS","Australia","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2012","2012",5.6128707172444,,
"AUS","Australia","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2013","2013",5.4608827199122,,
"AUS","Australia","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2014","2014",4.9029451152141,,
"AUS","Australia","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2015","2015",5.0554259857713,,
"AUS","Australia","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2016","2016",5.3408497664019,,
"AUS","Australia","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2017","2017",4.9711688465831,,
"AUS","Australia","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2018","2018",4.5391432659288,,
"AUS","Australia","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2019","2019",4.6755969517158,,
"AUS","Australia","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2020","2020",4.2929534807699,,
"AUS","Australia","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2021","2021",4.3591003562807,,
"AUS","Australia","IND-SAFE-KILL-VEH-KM","Road fatalities per one billion vehicle-km","2000","2000",8.819402685909,,
"AUS","Australia","IND-SAFE-KILL-VEH-KM","Road fatalities per one billion vehicle-km","2001","2001",8.3301779628928,,
"AUS","Australia","IND-SAFE-KILL-VEH-KM","Road fatalities per one billion vehicle-km","2002","2002",7.9340717656301,,
"AUS","Australia","IND-SAFE-KILL-VEH-KM","Road fatalities per one billion vehicle-km","2003","2003",6.8802971145605,,
"AUS","Australia","IND-SAFE-KILL-VEH-KM","Road fatalities per one billion vehicle-km","2004","2004",6.6614383909213,,
"AUS","Australia","IND-SAFE-KILL-VEH-KM","Road fatalities per one billion vehicle-km","2005","2005",6.7078922544807,,
"AUS","Australia","IND-SAFE-KILL-VEH-KM","Road fatalities per one billion vehicle-km","2006","2006",6.6056147725567,,
"AUS","Australia","IND-SAFE-KILL-VEH-KM","Road fatalities per one billion vehicle-km","2007","2007",6.5048148164729,,
"AUS","Australia","IND-SAFE-KILL-VEH-KM","Road fatalities per one billion vehicle-km","2008","2008",5.8430680772973,,
"AUS","Australia","IND-SAFE-KILL-VEH-KM","Road fatalities per one billion vehicle-km","2009","2009",5.9753798380836,,
"AUS","Australia","IND-SAFE-KILL-VEH-KM","Road fatalities per one billion vehicle-km","2010","2010",5.3898340648004,,
"AUS","Australia","IND-SAFE-KILL-VEH-KM","Road fatalities per one billion vehicle-km","2011","2011",4.9494093819473,,
"AUS","Australia","IND-SAFE-KILL-VEH-KM","Road fatalities per one billion vehicle-km","2012","2012",5.4044667324577,,
"AUS","Australia","IND-SAFE-KILL-VEH-KM","Road fatalities per one billion vehicle-km","2013","2013",5.2713074762416,"E","Estimated value"
"AUS","Australia","IND-SAFE-KILL-VEH-KM","Road fatalities per one billion vehicle-km","2014","2014",4.7308044833723,"E","Estimated value"
"AUS","Australia","IND-SAFE-KILL-VEH-KM","Road fatalities per one billion vehicle-km","2015","2015",4.8467477678392,"E","Estimated value"
"AUS","Australia","IND-SAFE-KILL-VEH-KM","Road fatalities per one billion vehicle-km","2016","2016",5.0696006732053,,
"AUS","Australia","IND-SAFE-KILL-VEH-KM","Road fatalities per one billion vehicle-km","2017","2017",4.7003494554167,,
"AUS","Australia","IND-SAFE-KILL-VEH-KM","Road fatalities per one billion vehicle-km","2018","2018",4.371416012281,,
"AUS","Australia","IND-SAFE-KILL-VEH-KM","Road fatalities per one billion vehicle-km","2019","2019",4.5732868837515,,
"AUS","Australia","IND-SAFE-KILL-VEH-KM","Road fatalities per one billion vehicle-km","2020","2020",4.4850160614809,,
"AUS","Australia","IND-SAFE-KILL-VEH-KM","Road fatalities per one billion vehicle-km","2021","2021",4.5026277769114,,
"AUT","Austria","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2000","2000",12.182387313541,,
"AUT","Austria","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2001","2001",11.912025587727,,
"AUT","Austria","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2002","2002",11.828818193415,,
"AUT","Austria","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2003","2003",11.463508303902,,
"AUT","Austria","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2004","2004",10.744048616942,,
"AUT","Austria","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2005","2005",9.3341755158013,,
"AUT","Austria","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2006","2006",8.8285366361897,,
"AUT","Austria","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2007","2007",8.3298304246634,,
"AUT","Austria","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2008","2008",8.1595905351634,,
"AUT","Austria","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2009","2009",7.5869051216164,,
"AUT","Austria","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2010","2010",6.6001833703119,,
"AUT","Austria","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2011","2011",6.2323909632476,,
"AUT","Austria","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2012","2012",6.2989391091877,"B","Break"
"AUT","Austria","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2013","2013",5.3656780336099,,
"AUT","Austria","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2014","2014",5.031384136116,,
"AUT","Austria","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2015","2015",5.5422501697676,,
"AUT","Austria","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2016","2016",4.9446768493435,,
"AUT","Austria","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2017","2017",4.7058470490588,,
"AUT","Austria","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2018","2018",4.62642416663,,
"AUT","Austria","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2019","2019",4.6847268894314,,
"AUT","Austria","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2020","2020",3.8578585475791,,
"AUT","Austria","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2021","2021",4.0418571149916,,
"AUT","Austria","IND-SAFE-KILL-VEH","Road fatalities per ten thousand road motor vehicles","2011","2011",0.92679588410479,,
"AUT","Austria","IND-SAFE-KILL-VEH","Road fatalities per ten thousand road motor vehicles","2012","2012",0.92497527302448,"B","Break"
"AUT","Austria","IND-SAFE-KILL-VEH","Road fatalities per ten thousand road motor vehicles","2013","2013",0.781888372117,,
"AUT","Austria","IND-SAFE-KILL-VEH","Road fatalities per ten thousand road motor vehicles","2014","2014",0.72953443826697,,
"AUT","Austria","IND-SAFE-KILL-VEH","Road fatalities per ten thousand road motor vehicles","2015","2015",0.80269612053111,,
"AUT","Austria","IND-SAFE-KILL-VEH","Road fatalities per ten thousand road motor vehicles","2016","2016",0.71168420726616,,
"AUT","Austria","IND-SAFE-KILL-VEH","Road fatalities per ten thousand road motor vehicles","2017","2017",0.66990443020421,,
"AUT","Austria","IND-SAFE-KILL-VEH","Road fatalities per ten thousand road motor vehicles","2018","2018",0.6496499673269,,
"AUT","Austria","IND-SAFE-KILL-VEH","Road fatalities per ten thousand road motor vehicles","2019","2019",0.65115141884485,,
"AUT","Austria","IND-SAFE-KILL-VEH-KM","Road fatalities per one billion vehicle-km","2000","2000",15.248332213664,,
"AUT","Austria","IND-SAFE-KILL-VEH-KM","Road fatalities per one billion vehicle-km","2001","2001",14.668953267594,,
"AUT","Austria","IND-SAFE-KILL-VEH-KM","Road fatalities per one billion vehicle-km","2002","2002",14.230002083892,,
"AUT","Austria","IND-SAFE-KILL-VEH-KM","Road fatalities per one billion vehicle-km","2003","2003",13.519007928441,,
"AUT","Austria","IND-SAFE-KILL-VEH-KM","Road fatalities per one billion vehicle-km","2004","2004",12.56277811959,,
"AUT","Austria","IND-SAFE-KILL-VEH-KM","Road fatalities per one billion vehicle-km","2005","2005",10.960624527252,,
"AUT","Austria","IND-SAFE-KILL-VEH-KM","Road fatalities per one billion vehicle-km","2006","2006",10.241589270182,,
"AUT","Austria","IND-SAFE-KILL-VEH-KM","Road fatalities per one billion vehicle-km","2007","2007",9.5314288867126,,
"AUT","Austria","IND-SAFE-KILL-VEH-KM","Road fatalities per one billion vehicle-km","2008","2008",9.5975801094039,,
"AUT","Austria","IND-SAFE-KILL-VEH-KM","Road fatalities per one billion vehicle-km","2009","2009",9.0354996645589,,
"AUT","Austria","IND-SAFE-KILL-VEH-KM","Road fatalities per one billion vehicle-km","2010","2010",7.7560769987354,,
"AUT","Austria","IND-SAFE-KILL-VEH-KM","Road fatalities per one billion vehicle-km","2011","2011",7.2201667679055,,
"AUT","Austria","IND-SAFE-KILL-VEH-KM","Road fatalities per one billion vehicle-km","2012","2012",7.3366861943186,"B","Break"
"AUT","Austria","IND-SAFE-KILL-VEH-KM","Road fatalities per one billion vehicle-km","2013","2013",6.2119433143107,,
"AUT","Austria","IND-SAFE-KILL-VEH-KM","Road fatalities per one billion vehicle-km","2014","2014",5.720823798627,,
"AUT","Austria","IND-SAFE-KILL-VEH-KM","Road fatalities per one billion vehicle-km","2015","2015",6.2143227815257,,
"AUT","Austria","IND-SAFE-KILL-VEH-KM","Road fatalities per one billion vehicle-km","2016","2016",5.441385134816,,
"AUT","Austria","IND-SAFE-KILL-VEH-KM","Road fatalities per one billion vehicle-km","2017","2017",5.1118248733249,,
"AUT","Austria","IND-SAFE-KILL-VEH-KM","Road fatalities per one billion vehicle-km","2018","2018",4.8599733545128,,
"AUT","Austria","IND-SAFE-KILL-VEH-KM","Road fatalities per one billion vehicle-km","2019","2019",4.8920842666219,,
"AUT","Austria","IND-SAFE-KILL-VEH-KM","Road fatalities per one billion vehicle-km","2020","2020",4.8253612007294,,
"AZE","Azerbaijan","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2000","2000",7.4050145366896,,
"AZE","Azerbaijan","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2001","2001",6.8917052963803,,
"AZE","Azerbaijan","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2002","2002",7.8561420468799,,
"AZE","Azerbaijan","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2003","2003",8.792703513438,,
"AZE","Azerbaijan","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2004","2004",9.7634382712334,,
"AZE","Azerbaijan","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2005","2005",12.690884608281,,
"AZE","Azerbaijan","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2006","2006",12.104354385324,,
"AZE","Azerbaijan","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2007","2007",12.900143334926,,
"AZE","Azerbaijan","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2008","2008",12.004473149691,,
"AZE","Azerbaijan","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2009","2009",10.394263350174,,
"AZE","Azerbaijan","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2010","2010",10.216104291294,,
"AZE","Azerbaijan","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2011","2011",11.075884855275,,
"AZE","Azerbaijan","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2012","2012",12.564835843862,,
"AZE","Azerbaijan","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2013","2013",12.360885612853,,
"AZE","Azerbaijan","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2014","2014",11.788051257887,,
"AZE","Azerbaijan","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2015","2015",9.2648814048545,,
"AZE","Azerbaijan","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2016","2016",7.778383104737,,
"AZE","Azerbaijan","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2017","2017",7.6110968980924,,
"AZE","Azerbaijan","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2018","2018",7.2637488328453,,
"AZE","Azerbaijan","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2019","2019",8.190111951149,,
"AZE","Azerbaijan","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2020","2020",6.895785753485,,
"AZE","Azerbaijan","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2021","2021",6.9589477282486,,
"BLR","Belarus","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2000","2000",15.972568066287,,
"BLR","Belarus","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2001","2001",16.07485645687,,
"BLR","Belarus","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2002","2002",17.515499392431,,
"BLR","Belarus","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2003","2003",18.005973206009,,
"BLR","Belarus","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2004","2004",17.348146677347,,
"BLR","Belarus","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2005","2005",17.311824452098,,
"BLR","Belarus","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2006","2006",17.969949580028,,
"BLR","Belarus","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2007","2007",15.877078362377,,
"BLR","Belarus","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2008","2008",16.414803339846,,
"BLR","Belarus","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2009","2009",13.909079440939,,
"BLR","Belarus","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2010","2010",12.5476653118,,
"BLR","Belarus","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2011","2011",12.682786699942,,
"BLR","Belarus","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2012","2012",10.998391419095,,
"BLR","Belarus","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2013","2013",9.4671187586511,,
"BLR","Belarus","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2014","2014",8.01184101417,,
"BLR","Belarus","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2015","2015",7.0182292162118,,
"BLR","Belarus","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2016","2016",6.209488499721,,
"BLR","Belarus","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2017","2017",6.2268811180561,,
"BLR","Belarus","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2018","2018",5.8164265845657,,
"BLR","Belarus","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2019","2019",5.3610719086414,,
"BLR","Belarus","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2020","2020",6.1300953352427,,
"BEL","Belgium","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2000","2000",14.339714668943,,
"BEL","Belgium","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2001","2001",14.446020393581,,
"BEL","Belgium","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2002","2002",13.094243226778,,
"BEL","Belgium","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2003","2003",11.71920213436,,
"BEL","Belgium","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2004","2004",11.160010659106,,
"BEL","Belgium","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2005","2005",10.793409092059,,
"BEL","Belgium","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2006","2006",10.48544182675,,
"BEL","Belgium","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2007","2007",10.295792277215,,
"BEL","Belgium","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2008","2008",9.1503498654945,,
"BEL","Belgium","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2009","2009",8.8547271785384,,
"BEL","Belgium","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2010","2010",7.8013243161038,,
"BEL","Belgium","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2011","2011",8.0085056853143,,
"BEL","Belgium","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2012","2012",7.4458005144895,,
"BEL","Belgium","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2013","2013",6.8462419194855,,
"BEL","Belgium","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2014","2014",6.6464110228006,,
"BEL","Belgium","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2015","2015",6.7587968135377,,
"BEL","Belgium","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2016","2016",5.9127618757822,,
"BEL","Belgium","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2017","2017",5.3537717893677,,
"BEL","Belgium","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2018","2018",5.2857018090577,,
"BEL","Belgium","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2019","2019",5.6053714080797,,
"BEL","Belgium","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2020","2020",4.322501583257,,
"BEL","Belgium","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2021","2021",4.4615573406771,,
"BEL","Belgium","IND-SAFE-KILL-VEH","Road fatalities per ten thousand road motor vehicles","2015","2015",1.1010259191905,,
"BEL","Belgium","IND-SAFE-KILL-VEH","Road fatalities per ten thousand road motor vehicles","2016","2016",0.9511497981433,,
"BEL","Belgium","IND-SAFE-KILL-VEH","Road fatalities per ten thousand road motor vehicles","2017","2017",0.85083042586368,,
"BEL","Belgium","IND-SAFE-KILL-VEH","Road fatalities per ten thousand road motor vehicles","2018","2018",0.83118564503859,,
"BEL","Belgium","IND-SAFE-KILL-VEH","Road fatalities per ten thousand road motor vehicles","2019","2019",0.87702060303882,,
"BEL","Belgium","IND-SAFE-KILL-VEH-KM","Road fatalities per one billion vehicle-km","2000","2000",16.326077298978,,
"BEL","Belgium","IND-SAFE-KILL-VEH-KM","Road fatalities per one billion vehicle-km","2001","2001",16.245763638351,,
"BEL","Belgium","IND-SAFE-KILL-VEH-KM","Road fatalities per one billion vehicle-km","2002","2002",14.598618903755,,
"BEL","Belgium","IND-SAFE-KILL-VEH-KM","Road fatalities per one billion vehicle-km","2003","2003",13.064030941126,,
"BEL","Belgium","IND-SAFE-KILL-VEH-KM","Road fatalities per one billion vehicle-km","2004","2004",12.299069373942,,
"BEL","Belgium","IND-SAFE-KILL-VEH-KM","Road fatalities per one billion vehicle-km","2005","2005",11.912787023383,,
"BEL","Belgium","IND-SAFE-KILL-VEH-KM","Road fatalities per one billion vehicle-km","2006","2006",11.470649242896,,
"BEL","Belgium","IND-SAFE-KILL-VEH-KM","Road fatalities per one billion vehicle-km","2007","2007",11.073995343658,,
"BEL","Belgium","IND-SAFE-KILL-VEH-KM","Road fatalities per one billion vehicle-km","2008","2008",10.055407346604,,
"BEL","Belgium","IND-SAFE-KILL-VEH-KM","Road fatalities per one billion vehicle-km","2009","2009",9.732261020055,,
"BEL","Belgium","IND-SAFE-KILL-VEH-KM","Road fatalities per one billion vehicle-km","2010","2010",8.6137008512363,,
"BEL","Belgium","IND-SAFE-KILL-VEH-KM","Road fatalities per one billion vehicle-km","2011","2011",8.8701585390327,,
"BEL","Belgium","IND-SAFE-KILL-VEH-KM","Road fatalities per one billion vehicle-km","2012","2012",8.3375340256074,,
"BEL","Belgium","IND-SAFE-KILL-VEH-KM","Road fatalities per one billion vehicle-km","2013","2013",7.8174562570347,,
"BEL","Belgium","IND-SAFE-KILL-VEH-KM","Road fatalities per one billion vehicle-km","2014","2014",7.5106106277661,,
"BEL","Belgium","IND-SAFE-KILL-VEH-KM","Road fatalities per one billion vehicle-km","2015","2015",7.6176385320551,,
"BEL","Belgium","IND-SAFE-KILL-VEH-KM","Road fatalities per one billion vehicle-km","2016","2016",6.5900775071802,,
"BEL","Belgium","IND-SAFE-KILL-VEH-KM","Road fatalities per one billion vehicle-km","2017","2017",5.9025955428134,,
"BIH","Bosnia-Herzegovina","IND-SAFE-KILL-PC","Road fatalities per one hundrend thousand inhabitants","2003","2003",12.226956771594,,
